run_id,protocol,latency_ms,timestamp
1,MQTT,1.469,2025-11-24T01:25:58.444069
1,MQTT,1.510,2025-11-24T01:25:58.444071
1,MQTT,1.473,2025-11-24T01:25:58.444074
1,MQTT,1.431,2025-11-24T01:25:58.444077
1,MQTT,1.454,2025-11-24T01:25:58.444080
1,MQTT,1.428,2025-11-24T01:25:58.444083
1,MQTT,1.600,2025-11-24T01:25:58.444086
1,MQTT,1.623,2025-11-24T01:25:58.444089
1,MQTT,1.632,2025-11-24T01:25:58.444091
1,MQTT,1.583,2025-11-24T01:25:58.444094
1,MQTT,1.571,2025-11-24T01:25:58.444097
1,MQTT,1.498,2025-11-24T01:25:58.444100
1,MQTT,1.495,2025-11-24T01:25:58.444103
1,MQTT,1.513,2025-11-24T01:25:58.444106
1,MQTT,1.467,2025-11-24T01:25:58.444108
1,MQTT,1.475,2025-11-24T01:25:58.444111
1,MQTT,1.558,2025-11-24T01:25:58.444114
1,MQTT,1.499,2025-11-24T01:25:58.444117
1,MQTT,1.517,2025-11-24T01:25:58.444120
1,MQTT,1.540,2025-11-24T01:25:58.444122
1,MQTT,1.499,2025-11-24T01:25:58.444126
1,MQTT,1.534,2025-11-24T01:25:58.444129
1,MQTT,1.498,2025-11-24T01:25:58.444131
1,MQTT,1.542,2025-11-24T01:25:58.444134
1,MQTT,1.542,2025-11-24T01:25:58.444137
1,MQTT,1.467,2025-11-24T01:25:58.444140
1,MQTT,1.492,2025-11-24T01:25:58.444142
1,MQTT,1.543,2025-11-24T01:25:58.444145
1,MQTT,1.521,2025-11-24T01:25:58.444148
1,MQTT,1.510,2025-11-24T01:25:58.444151
1,MQTT,1.505,2025-11-24T01:25:58.444154
1,MQTT,1.630,2025-11-24T01:25:58.444156
1,MQTT,1.565,2025-11-24T01:25:58.444159
1,MQTT,1.596,2025-11-24T01:25:58.444162
1,MQTT,1.513,2025-11-24T01:25:58.444165
1,MQTT,1.549,2025-11-24T01:25:58.444168
1,MQTT,1.530,2025-11-24T01:25:58.444171
1,MQTT,1.536,2025-11-24T01:25:58.444173
1,MQTT,1.531,2025-11-24T01:25:58.444176
1,MQTT,1.474,2025-11-24T01:25:58.444179
1,MQTT,1.579,2025-11-24T01:25:58.444182
1,MQTT,1.541,2025-11-24T01:25:58.444185
1,MQTT,1.527,2025-11-24T01:25:58.444188
1,MQTT,1.502,2025-11-24T01:25:58.444191
1,MQTT,1.474,2025-11-24T01:25:58.444194
1,MQTT,1.466,2025-11-24T01:25:58.444197
1,MQTT,1.436,2025-11-24T01:25:58.444199
1,MQTT,1.387,2025-11-24T01:25:58.444202
1,MQTT,1.403,2025-11-24T01:25:58.444205
1,MQTT,1.423,2025-11-24T01:25:58.444208
1,MQTT,1.437,2025-11-24T01:25:58.444210
1,MQTT,1.436,2025-11-24T01:25:58.444213
1,MQTT,1.279,2025-11-24T01:25:58.444216
1,MQTT,1.268,2025-11-24T01:25:58.444219
1,MQTT,1.371,2025-11-24T01:25:58.444222
1,MQTT,1.446,2025-11-24T01:25:58.444224
1,MQTT,1.417,2025-11-24T01:25:58.444228
1,MQTT,1.341,2025-11-24T01:25:58.444231
1,MQTT,1.310,2025-11-24T01:25:58.444234
1,MQTT,1.306,2025-11-24T01:25:58.444236
1,MQTT,1.339,2025-11-24T01:25:58.444239
1,MQTT,1.376,2025-11-24T01:25:58.444242
1,MQTT,1.362,2025-11-24T01:25:58.444245
1,MQTT,1.439,2025-11-24T01:25:58.444247
1,MQTT,1.431,2025-11-24T01:25:58.444250
1,MQTT,1.363,2025-11-24T01:25:58.444253
1,MQTT,1.436,2025-11-24T01:25:58.444256
1,MQTT,1.470,2025-11-24T01:25:58.444258
1,MQTT,1.493,2025-11-24T01:25:58.444261
1,MQTT,1.472,2025-11-24T01:25:58.444264
1,MQTT,1.446,2025-11-24T01:25:58.444267
1,MQTT,1.406,2025-11-24T01:25:58.444270
1,MQTT,1.378,2025-11-24T01:25:58.444273
1,MQTT,1.332,2025-11-24T01:25:58.444275
1,MQTT,1.378,2025-11-24T01:25:58.444278
1,MQTT,1.453,2025-11-24T01:25:58.444281
1,MQTT,1.364,2025-11-24T01:25:58.444284
1,MQTT,1.374,2025-11-24T01:25:58.444286
1,MQTT,1.380,2025-11-24T01:25:58.444289
1,MQTT,1.370,2025-11-24T01:25:58.444292
1,MQTT,1.341,2025-11-24T01:25:58.444295
1,MQTT,1.397,2025-11-24T01:25:58.444298
1,MQTT,1.350,2025-11-24T01:25:58.444300
1,MQTT,1.380,2025-11-24T01:25:58.444303
1,MQTT,1.403,2025-11-24T01:25:58.444306
1,MQTT,1.285,2025-11-24T01:25:58.444309
1,MQTT,1.368,2025-11-24T01:25:58.444312
1,MQTT,1.364,2025-11-24T01:25:58.444314
1,MQTT,1.365,2025-11-24T01:25:58.444317
1,MQTT,1.363,2025-11-24T01:25:58.444321
1,MQTT,1.367,2025-11-24T01:25:58.444323
1,MQTT,1.439,2025-11-24T01:25:58.444326
1,MQTT,1.411,2025-11-24T01:25:58.444329
1,MQTT,1.520,2025-11-24T01:25:58.444331
1,MQTT,1.419,2025-11-24T01:25:58.444334
1,MQTT,1.311,2025-11-24T01:25:58.444337
1,MQTT,1.411,2025-11-24T01:25:58.444339
1,MQTT,1.360,2025-11-24T01:25:58.444342
1,MQTT,1.384,2025-11-24T01:25:58.444344
1,MQTT,1.404,2025-11-24T01:25:58.444347
1,MQTT,1.432,2025-11-24T01:25:58.444350
1,MQTT,1.370,2025-11-24T01:25:58.444352
1,MQTT,1.335,2025-11-24T01:25:58.444355
1,MQTT,1.393,2025-11-24T01:25:58.444358
1,MQTT,1.374,2025-11-24T01:25:58.444360
1,MQTT,1.392,2025-11-24T01:25:58.444363
1,MQTT,1.375,2025-11-24T01:25:58.444366
1,MQTT,1.380,2025-11-24T01:25:58.444368
1,MQTT,1.378,2025-11-24T01:25:58.444371
1,MQTT,1.374,2025-11-24T01:25:58.444374
1,MQTT,1.389,2025-11-24T01:25:58.444376
1,MQTT,1.348,2025-11-24T01:25:58.444379
1,MQTT,1.309,2025-11-24T01:25:58.444382
1,MQTT,1.369,2025-11-24T01:25:58.444384
1,MQTT,1.313,2025-11-24T01:25:58.444387
1,MQTT,1.366,2025-11-24T01:25:58.444389
1,MQTT,1.352,2025-11-24T01:25:58.444392
1,MQTT,1.383,2025-11-24T01:25:58.444395
1,MQTT,1.636,2025-11-24T01:25:58.444397
1,MQTT,1.519,2025-11-24T01:25:58.444400
1,MQTT,1.416,2025-11-24T01:25:58.444402
1,MQTT,1.414,2025-11-24T01:25:58.444405
1,MQTT,1.400,2025-11-24T01:25:58.444408
1,MQTT,1.445,2025-11-24T01:25:58.444411
1,MQTT,1.451,2025-11-24T01:25:58.444413
1,MQTT,1.439,2025-11-24T01:25:58.444416
1,MQTT,1.452,2025-11-24T01:25:58.444418
1,MQTT,1.445,2025-11-24T01:25:58.444421
1,MQTT,1.480,2025-11-24T01:25:58.444424
1,MQTT,1.481,2025-11-24T01:25:58.444426
1,MQTT,1.410,2025-11-24T01:25:58.444429
1,MQTT,1.468,2025-11-24T01:25:58.444432
1,MQTT,1.800,2025-11-24T01:25:58.444434
1,MQTT,1.457,2025-11-24T01:25:58.444437
1,MQTT,1.519,2025-11-24T01:25:58.444440
1,MQTT,1.627,2025-11-24T01:25:58.444442
1,MQTT,1.465,2025-11-24T01:25:58.444445
1,MQTT,1.494,2025-11-24T01:25:58.444448
1,MQTT,1.473,2025-11-24T01:25:58.444450
1,MQTT,1.539,2025-11-24T01:25:58.444453
1,MQTT,1.455,2025-11-24T01:25:58.444455
1,MQTT,1.385,2025-11-24T01:25:58.444458
1,MQTT,1.390,2025-11-24T01:25:58.444461
1,MQTT,1.436,2025-11-24T01:25:58.444463
1,MQTT,1.437,2025-11-24T01:25:58.444466
1,MQTT,1.387,2025-11-24T01:25:58.444469
1,MQTT,1.418,2025-11-24T01:25:58.444471
1,MQTT,1.473,2025-11-24T01:25:58.444474
1,MQTT,1.417,2025-11-24T01:25:58.444477
1,MQTT,1.482,2025-11-24T01:25:58.444479
1,MQTT,1.485,2025-11-24T01:25:58.444482
1,MQTT,2.202,2025-11-24T01:25:58.444484
1,MQTT,1.814,2025-11-24T01:25:58.444487
1,MQTT,1.599,2025-11-24T01:25:58.444490
1,MQTT,1.587,2025-11-24T01:25:58.444492
1,MQTT,1.452,2025-11-24T01:25:58.444495
1,MQTT,1.426,2025-11-24T01:25:58.444498
1,MQTT,1.390,2025-11-24T01:25:58.444501
1,MQTT,1.318,2025-11-24T01:25:58.444503
1,MQTT,1.749,2025-11-24T01:25:58.444506
1,MQTT,1.452,2025-11-24T01:25:58.444509
1,MQTT,1.466,2025-11-24T01:25:58.444511
1,MQTT,1.659,2025-11-24T01:25:58.444514
1,MQTT,1.263,2025-11-24T01:25:58.444517
1,MQTT,1.366,2025-11-24T01:25:58.444519
1,MQTT,1.413,2025-11-24T01:25:58.444522
1,MQTT,1.345,2025-11-24T01:25:58.444525
1,MQTT,1.381,2025-11-24T01:25:58.444527
1,MQTT,1.359,2025-11-24T01:25:58.444530
1,MQTT,1.830,2025-11-24T01:25:58.444533
1,MQTT,1.358,2025-11-24T01:25:58.444535
1,MQTT,1.745,2025-11-24T01:25:58.444538
1,MQTT,1.388,2025-11-24T01:25:58.444540
1,MQTT,1.378,2025-11-24T01:25:58.444543
1,MQTT,1.425,2025-11-24T01:25:58.444546
1,MQTT,1.343,2025-11-24T01:25:58.444548
1,MQTT,1.390,2025-11-24T01:25:58.444551
1,MQTT,1.379,2025-11-24T01:25:58.444554
1,MQTT,1.565,2025-11-24T01:25:58.444556
1,MQTT,1.506,2025-11-24T01:25:58.445118
1,MQTT,1.373,2025-11-24T01:25:58.445128
1,MQTT,1.367,2025-11-24T01:25:58.445131
1,MQTT,1.437,2025-11-24T01:25:58.445134
1,MQTT,1.634,2025-11-24T01:25:58.445137
1,MQTT,1.504,2025-11-24T01:25:58.445139
1,MQTT,1.489,2025-11-24T01:25:58.445142
1,MQTT,1.484,2025-11-24T01:25:58.445145
1,MQTT,1.513,2025-11-24T01:25:58.445148
1,MQTT,1.457,2025-11-24T01:25:58.445150
1,MQTT,1.370,2025-11-24T01:25:58.445153
1,MQTT,1.513,2025-11-24T01:25:58.445156
1,MQTT,1.550,2025-11-24T01:25:58.445158
1,MQTT,1.503,2025-11-24T01:25:58.445161
1,MQTT,1.573,2025-11-24T01:25:58.445163
1,MQTT,1.549,2025-11-24T01:25:58.445166
1,MQTT,1.461,2025-11-24T01:25:58.445168
1,MQTT,1.503,2025-11-24T01:25:58.445171
1,MQTT,1.582,2025-11-24T01:25:58.445174
1,MQTT,1.598,2025-11-24T01:25:58.445176
1,MQTT,1.390,2025-11-24T01:25:58.445179
1,MQTT,1.552,2025-11-24T01:25:58.445181
1,MQTT,1.407,2025-11-24T01:25:58.445184
1,MQTT,1.611,2025-11-24T01:25:58.445186
1,MQTT,1.612,2025-11-24T01:25:58.445189
1,MQTT,1.624,2025-11-24T01:25:58.445192
1,MQTT,1.603,2025-11-24T01:25:58.445194
1,MQTT,1.559,2025-11-24T01:25:58.445197
1,MQTT,1.461,2025-11-24T01:25:58.445199
1,MQTT,1.573,2025-11-24T01:25:58.445202
1,MQTT,1.519,2025-11-24T01:25:58.445204
1,MQTT,1.522,2025-11-24T01:25:58.445207
1,MQTT,1.574,2025-11-24T01:25:58.445209
1,MQTT,1.627,2025-11-24T01:25:58.445212
1,MQTT,1.463,2025-11-24T01:25:58.445214
1,MQTT,1.608,2025-11-24T01:25:58.445217
1,MQTT,1.541,2025-11-24T01:25:58.445219
1,MQTT,1.587,2025-11-24T01:25:58.445222
1,MQTT,1.599,2025-11-24T01:25:58.445225
1,MQTT,1.494,2025-11-24T01:25:58.445227
1,MQTT,1.566,2025-11-24T01:25:58.445230
1,MQTT,1.544,2025-11-24T01:25:58.445232
1,MQTT,1.535,2025-11-24T01:25:58.445235
1,MQTT,1.520,2025-11-24T01:25:58.445237
1,MQTT,1.635,2025-11-24T01:25:58.445240
1,MQTT,1.571,2025-11-24T01:25:58.445242
1,MQTT,1.594,2025-11-24T01:25:58.445245
1,MQTT,1.549,2025-11-24T01:25:58.445247
1,MQTT,1.495,2025-11-24T01:25:58.445250
1,MQTT,1.553,2025-11-24T01:25:58.445252
1,MQTT,1.559,2025-11-24T01:25:58.445255
1,MQTT,1.671,2025-11-24T01:25:58.445257
1,MQTT,1.594,2025-11-24T01:25:58.445260
1,MQTT,1.652,2025-11-24T01:25:58.445263
1,MQTT,1.572,2025-11-24T01:25:58.445265
1,MQTT,1.515,2025-11-24T01:25:58.445268
1,MQTT,1.550,2025-11-24T01:25:58.445270
1,MQTT,1.611,2025-11-24T01:25:58.445273
1,MQTT,1.574,2025-11-24T01:25:58.445275
1,MQTT,1.593,2025-11-24T01:25:58.445278
1,MQTT,1.501,2025-11-24T01:25:58.445281
1,MQTT,1.552,2025-11-24T01:25:58.445283
1,MQTT,1.547,2025-11-24T01:25:58.445286
1,MQTT,1.529,2025-11-24T01:25:58.445288
1,MQTT,1.563,2025-11-24T01:25:58.445291
1,MQTT,1.622,2025-11-24T01:25:58.445293
1,MQTT,1.477,2025-11-24T01:25:58.445296
1,MQTT,1.492,2025-11-24T01:25:58.445298
1,MQTT,1.575,2025-11-24T01:25:58.445301
1,MQTT,1.577,2025-11-24T01:25:58.445304
1,MQTT,1.513,2025-11-24T01:25:58.445306
1,MQTT,1.544,2025-11-24T01:25:58.445309
1,MQTT,1.550,2025-11-24T01:25:58.445311
1,MQTT,1.511,2025-11-24T01:25:58.445314
1,MQTT,1.531,2025-11-24T01:25:58.445316
1,MQTT,1.521,2025-11-24T01:25:58.445319
1,MQTT,1.637,2025-11-24T01:25:58.445321
1,MQTT,1.628,2025-11-24T01:25:58.445324
1,MQTT,1.600,2025-11-24T01:25:58.445327
1,MQTT,1.511,2025-11-24T01:25:58.445329
1,MQTT,1.496,2025-11-24T01:25:58.445332
1,MQTT,1.515,2025-11-24T01:25:58.445334
1,MQTT,1.525,2025-11-24T01:25:58.445337
1,MQTT,1.483,2025-11-24T01:25:58.445339
1,MQTT,1.465,2025-11-24T01:25:58.445342
1,MQTT,1.503,2025-11-24T01:25:58.445344
1,MQTT,1.603,2025-11-24T01:25:58.445347
1,MQTT,1.520,2025-11-24T01:25:58.445349
1,MQTT,1.540,2025-11-24T01:25:58.445352
1,MQTT,1.524,2025-11-24T01:25:58.445355
1,MQTT,1.517,2025-11-24T01:25:58.445357
1,MQTT,1.496,2025-11-24T01:25:58.445360
1,MQTT,1.553,2025-11-24T01:25:58.445362
1,MQTT,1.517,2025-11-24T01:25:58.445365
1,MQTT,1.525,2025-11-24T01:25:58.445367
1,MQTT,1.490,2025-11-24T01:25:58.445370
1,MQTT,1.455,2025-11-24T01:25:58.445372
1,MQTT,1.411,2025-11-24T01:25:58.445375
1,MQTT,1.430,2025-11-24T01:25:58.445378
1,MQTT,1.484,2025-11-24T01:25:58.445380
1,MQTT,1.371,2025-11-24T01:25:58.445382
1,MQTT,1.349,2025-11-24T01:25:58.445385
1,MQTT,1.345,2025-11-24T01:25:58.445388
1,MQTT,1.365,2025-11-24T01:25:58.445391
1,MQTT,1.468,2025-11-24T01:25:58.445394
1,MQTT,1.338,2025-11-24T01:25:58.445396
1,MQTT,1.336,2025-11-24T01:25:58.445399
1,MQTT,1.397,2025-11-24T01:25:58.445401
1,MQTT,1.340,2025-11-24T01:25:58.445404
1,MQTT,1.399,2025-11-24T01:25:58.445406
1,MQTT,1.404,2025-11-24T01:25:58.445409
1,MQTT,1.351,2025-11-24T01:25:58.445411
1,MQTT,1.357,2025-11-24T01:25:58.445414
1,MQTT,1.375,2025-11-24T01:25:58.445416
1,MQTT,1.371,2025-11-24T01:25:58.445419
1,MQTT,1.368,2025-11-24T01:25:58.445421
1,MQTT,1.313,2025-11-24T01:25:58.445424
1,MQTT,1.345,2025-11-24T01:25:58.445426
1,MQTT,1.329,2025-11-24T01:25:58.445429
