run_id,protocol,latency_ms,timestamp
1,MQTT,3.948,2025-11-24T01:25:58.442541
1,MQTT,3.950,2025-11-24T01:25:58.442564
1,MQTT,3.530,2025-11-24T01:25:58.442569
1,MQTT,2.509,2025-11-24T01:25:58.442573
1,MQTT,2.282,2025-11-24T01:25:58.442576
1,MQTT,1.998,2025-11-24T01:25:58.442580
1,MQTT,1.863,2025-11-24T01:25:58.442583
1,MQTT,2.024,2025-11-24T01:25:58.442587
1,MQTT,1.944,2025-11-24T01:25:58.442590
1,MQTT,1.829,2025-11-24T01:25:58.442594
1,MQTT,2.011,2025-11-24T01:25:58.442597
1,MQTT,1.918,2025-11-24T01:25:58.442600
1,MQTT,1.925,2025-11-24T01:25:58.442603
1,MQTT,1.726,2025-11-24T01:25:58.442606
1,MQTT,1.698,2025-11-24T01:25:58.442609
1,MQTT,1.807,2025-11-24T01:25:58.442613
1,MQTT,1.831,2025-11-24T01:25:58.442616
1,MQTT,1.787,2025-11-24T01:25:58.442619
1,MQTT,1.755,2025-11-24T01:25:58.442622
1,MQTT,1.759,2025-11-24T01:25:58.442625
1,MQTT,1.639,2025-11-24T01:25:58.442628
1,MQTT,1.750,2025-11-24T01:25:58.442632
1,MQTT,1.709,2025-11-24T01:25:58.442635
1,MQTT,1.671,2025-11-24T01:25:58.442638
1,MQTT,1.648,2025-11-24T01:25:58.442642
1,MQTT,1.652,2025-11-24T01:25:58.442645
1,MQTT,1.538,2025-11-24T01:25:58.442648
1,MQTT,1.564,2025-11-24T01:25:58.442651
1,MQTT,1.618,2025-11-24T01:25:58.442654
1,MQTT,1.600,2025-11-24T01:25:58.442658
1,MQTT,1.576,2025-11-24T01:25:58.442661
1,MQTT,1.611,2025-11-24T01:25:58.442664
1,MQTT,1.551,2025-11-24T01:25:58.442668
1,MQTT,1.527,2025-11-24T01:25:58.442671
1,MQTT,1.582,2025-11-24T01:25:58.442674
1,MQTT,1.548,2025-11-24T01:25:58.442677
1,MQTT,1.538,2025-11-24T01:25:58.442680
1,MQTT,1.600,2025-11-24T01:25:58.442684
1,MQTT,1.612,2025-11-24T01:25:58.442687
1,MQTT,1.556,2025-11-24T01:25:58.442690
1,MQTT,1.595,2025-11-24T01:25:58.442694
1,MQTT,1.596,2025-11-24T01:25:58.442697
1,MQTT,1.584,2025-11-24T01:25:58.442700
1,MQTT,1.565,2025-11-24T01:25:58.442703
1,MQTT,1.537,2025-11-24T01:25:58.442706
1,MQTT,1.498,2025-11-24T01:25:58.442710
1,MQTT,1.488,2025-11-24T01:25:58.442713
1,MQTT,1.475,2025-11-24T01:25:58.442716
1,MQTT,1.482,2025-11-24T01:25:58.442719
1,MQTT,1.430,2025-11-24T01:25:58.442722
1,MQTT,1.397,2025-11-24T01:25:58.442725
1,MQTT,1.412,2025-11-24T01:25:58.442728
1,MQTT,1.386,2025-11-24T01:25:58.442732
1,MQTT,1.373,2025-11-24T01:25:58.442735
1,MQTT,1.354,2025-11-24T01:25:58.442738
1,MQTT,1.299,2025-11-24T01:25:58.442741
1,MQTT,1.310,2025-11-24T01:25:58.442744
1,MQTT,1.375,2025-11-24T01:25:58.442747
1,MQTT,1.375,2025-11-24T01:25:58.442750
1,MQTT,1.359,2025-11-24T01:25:58.442753
1,MQTT,1.314,2025-11-24T01:25:58.442763
1,MQTT,1.346,2025-11-24T01:25:58.442767
1,MQTT,1.350,2025-11-24T01:25:58.442770
1,MQTT,1.354,2025-11-24T01:25:58.442773
1,MQTT,1.308,2025-11-24T01:25:58.442777
1,MQTT,1.347,2025-11-24T01:25:58.442780
1,MQTT,1.395,2025-11-24T01:25:58.442783
1,MQTT,1.450,2025-11-24T01:25:58.442786
1,MQTT,1.415,2025-11-24T01:25:58.442789
1,MQTT,1.268,2025-11-24T01:25:58.442792
1,MQTT,1.354,2025-11-24T01:25:58.442796
1,MQTT,1.312,2025-11-24T01:25:58.442799
1,MQTT,1.381,2025-11-24T01:25:58.442802
1,MQTT,1.372,2025-11-24T01:25:58.442805
1,MQTT,1.331,2025-11-24T01:25:58.442808
1,MQTT,1.465,2025-11-24T01:25:58.442811
1,MQTT,1.305,2025-11-24T01:25:58.442815
1,MQTT,1.345,2025-11-24T01:25:58.442819
1,MQTT,1.323,2025-11-24T01:25:58.442822
1,MQTT,1.419,2025-11-24T01:25:58.442825
1,MQTT,1.377,2025-11-24T01:25:58.442828
1,MQTT,1.366,2025-11-24T01:25:58.442831
1,MQTT,1.427,2025-11-24T01:25:58.442834
1,MQTT,1.419,2025-11-24T01:25:58.442837
1,MQTT,1.452,2025-11-24T01:25:58.442840
1,MQTT,1.458,2025-11-24T01:25:58.442843
1,MQTT,1.430,2025-11-24T01:25:58.442847
1,MQTT,1.402,2025-11-24T01:25:58.442850
1,MQTT,1.421,2025-11-24T01:25:58.442854
1,MQTT,1.466,2025-11-24T01:25:58.442857
1,MQTT,1.471,2025-11-24T01:25:58.442860
1,MQTT,1.457,2025-11-24T01:25:58.442863
1,MQTT,1.509,2025-11-24T01:25:58.442866
1,MQTT,1.493,2025-11-24T01:25:58.442869
1,MQTT,1.504,2025-11-24T01:25:58.442872
1,MQTT,1.506,2025-11-24T01:25:58.442876
1,MQTT,1.492,2025-11-24T01:25:58.442879
1,MQTT,1.473,2025-11-24T01:25:58.442882
1,MQTT,1.517,2025-11-24T01:25:58.442885
1,MQTT,1.512,2025-11-24T01:25:58.442888
1,MQTT,1.573,2025-11-24T01:25:58.442891
1,MQTT,1.580,2025-11-24T01:25:58.442894
1,MQTT,1.510,2025-11-24T01:25:58.442900
1,MQTT,1.436,2025-11-24T01:25:58.442903
1,MQTT,1.505,2025-11-24T01:25:58.442906
1,MQTT,1.493,2025-11-24T01:25:58.442910
1,MQTT,1.482,2025-11-24T01:25:58.442913
1,MQTT,1.489,2025-11-24T01:25:58.442916
1,MQTT,1.441,2025-11-24T01:25:58.442919
1,MQTT,1.508,2025-11-24T01:25:58.442922
1,MQTT,1.664,2025-11-24T01:25:58.442925
1,MQTT,1.519,2025-11-24T01:25:58.442929
1,MQTT,1.439,2025-11-24T01:25:58.442932
1,MQTT,1.445,2025-11-24T01:25:58.442935
1,MQTT,1.394,2025-11-24T01:25:58.442938
1,MQTT,1.396,2025-11-24T01:25:58.442941
1,MQTT,1.415,2025-11-24T01:25:58.442944
1,MQTT,1.398,2025-11-24T01:25:58.442947
1,MQTT,1.271,2025-11-24T01:25:58.442951
1,MQTT,1.311,2025-11-24T01:25:58.442954
1,MQTT,1.351,2025-11-24T01:25:58.442957
1,MQTT,1.359,2025-11-24T01:25:58.442960
1,MQTT,1.360,2025-11-24T01:25:58.442963
1,MQTT,1.312,2025-11-24T01:25:58.442966
1,MQTT,1.361,2025-11-24T01:25:58.442969
1,MQTT,1.370,2025-11-24T01:25:58.442973
1,MQTT,1.344,2025-11-24T01:25:58.442976
1,MQTT,1.315,2025-11-24T01:25:58.442979
1,MQTT,1.369,2025-11-24T01:25:58.442982
1,MQTT,1.352,2025-11-24T01:25:58.442986
1,MQTT,1.279,2025-11-24T01:25:58.442989
1,MQTT,1.352,2025-11-24T01:25:58.442992
1,MQTT,1.366,2025-11-24T01:25:58.442995
1,MQTT,1.270,2025-11-24T01:25:58.442998
1,MQTT,1.347,2025-11-24T01:25:58.443002
1,MQTT,1.351,2025-11-24T01:25:58.443005
1,MQTT,1.355,2025-11-24T01:25:58.443008
1,MQTT,1.350,2025-11-24T01:25:58.443011
1,MQTT,1.420,2025-11-24T01:25:58.443014
1,MQTT,1.381,2025-11-24T01:25:58.443017
1,MQTT,1.351,2025-11-24T01:25:58.443020
1,MQTT,1.309,2025-11-24T01:25:58.443023
1,MQTT,1.298,2025-11-24T01:25:58.443026
1,MQTT,1.337,2025-11-24T01:25:58.443030
1,MQTT,1.359,2025-11-24T01:25:58.443046
1,MQTT,1.316,2025-11-24T01:25:58.443050
1,MQTT,1.378,2025-11-24T01:25:58.443053
1,MQTT,1.330,2025-11-24T01:25:58.443056
1,MQTT,1.359,2025-11-24T01:25:58.443059
1,MQTT,1.359,2025-11-24T01:25:58.443063
1,MQTT,1.347,2025-11-24T01:25:58.443066
1,MQTT,1.347,2025-11-24T01:25:58.443069
1,MQTT,1.367,2025-11-24T01:25:58.443072
1,MQTT,1.341,2025-11-24T01:25:58.443075
1,MQTT,1.328,2025-11-24T01:25:58.443078
1,MQTT,1.412,2025-11-24T01:25:58.443081
1,MQTT,1.394,2025-11-24T01:25:58.443085
1,MQTT,1.721,2025-11-24T01:25:58.443088
1,MQTT,1.408,2025-11-24T01:25:58.443091
1,MQTT,1.304,2025-11-24T01:25:58.443094
1,MQTT,1.331,2025-11-24T01:25:58.443097
1,MQTT,1.321,2025-11-24T01:25:58.443100
1,MQTT,1.390,2025-11-24T01:25:58.443103
1,MQTT,1.332,2025-11-24T01:25:58.443106
1,MQTT,1.424,2025-11-24T01:25:58.443109
1,MQTT,1.493,2025-11-24T01:25:58.443112
1,MQTT,1.316,2025-11-24T01:25:58.443115
1,MQTT,1.403,2025-11-24T01:25:58.443118
1,MQTT,1.391,2025-11-24T01:25:58.443122
1,MQTT,1.486,2025-11-24T01:25:58.443125
1,MQTT,1.420,2025-11-24T01:25:58.443128
1,MQTT,1.343,2025-11-24T01:25:58.443131
1,MQTT,1.386,2025-11-24T01:25:58.443137
1,MQTT,1.420,2025-11-24T01:25:58.443140
1,MQTT,1.381,2025-11-24T01:25:58.443143
1,MQTT,1.374,2025-11-24T01:25:58.443146
1,MQTT,1.256,2025-11-24T01:25:58.443150
1,MQTT,1.452,2025-11-24T01:25:58.443153
1,MQTT,1.355,2025-11-24T01:25:58.443156
1,MQTT,1.348,2025-11-24T01:25:58.443159
1,MQTT,1.376,2025-11-24T01:25:58.443162
1,MQTT,1.431,2025-11-24T01:25:58.443165
1,MQTT,1.459,2025-11-24T01:25:58.443168
1,MQTT,1.386,2025-11-24T01:25:58.443171
1,MQTT,1.466,2025-11-24T01:25:58.443175
1,MQTT,1.461,2025-11-24T01:25:58.443178
1,MQTT,1.476,2025-11-24T01:25:58.443181
1,MQTT,1.440,2025-11-24T01:25:58.443186
1,MQTT,1.471,2025-11-24T01:25:58.443190
1,MQTT,1.474,2025-11-24T01:25:58.443194
1,MQTT,1.448,2025-11-24T01:25:58.443197
1,MQTT,1.465,2025-11-24T01:25:58.443200
1,MQTT,1.456,2025-11-24T01:25:58.443203
1,MQTT,1.447,2025-11-24T01:25:58.443206
1,MQTT,1.444,2025-11-24T01:25:58.443208
1,MQTT,1.481,2025-11-24T01:25:58.443211
1,MQTT,1.510,2025-11-24T01:25:58.443214
1,MQTT,1.564,2025-11-24T01:25:58.443217
1,MQTT,1.513,2025-11-24T01:25:58.443220
1,MQTT,1.497,2025-11-24T01:25:58.443997
1,MQTT,1.509,2025-11-24T01:25:58.444012
1,MQTT,1.487,2025-11-24T01:25:58.444016
1,MQTT,1.465,2025-11-24T01:25:58.444019
1,MQTT,1.451,2025-11-24T01:25:58.444022
1,MQTT,1.514,2025-11-24T01:25:58.444025
1,MQTT,1.566,2025-11-24T01:25:58.444028
1,MQTT,1.541,2025-11-24T01:25:58.444031
1,MQTT,1.460,2025-11-24T01:25:58.444034
1,MQTT,1.445,2025-11-24T01:25:58.444037
1,MQTT,1.478,2025-11-24T01:25:58.444040
1,MQTT,1.483,2025-11-24T01:25:58.444043
1,MQTT,1.616,2025-11-24T01:25:58.444046
1,MQTT,1.497,2025-11-24T01:25:58.444049
1,MQTT,1.493,2025-11-24T01:25:58.444052
1,MQTT,1.495,2025-11-24T01:25:58.444055
1,MQTT,1.497,2025-11-24T01:25:58.444057
1,MQTT,1.510,2025-11-24T01:25:58.444060
1,MQTT,1.447,2025-11-24T01:25:58.444063
1,MQTT,1.430,2025-11-24T01:25:58.444066
